region,week,title,artist,url,best_viral_rank,avg_viral_rank,viral_days_on_chart,breakout_probability
Ecuador,2021-12-13,Swimming Pool,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,23,31.666666666666668,3,0.5505912863477292
Denmark,2021-12-13,Alien Blues,Vundabar,https://open.spotify.com/track/6UjeFOCGYgMpBUtqKg1Je3,8,8.857142857142858,7,0.5503146301938286
Guatemala,2021-12-13,"No Tengo Hambre, Tengo Ansiedad",Alan Sutton y las criaturitas de la ansiedad,https://open.spotify.com/track/0kqWb82ACdjcObDqDqD0zg,27,32.42857142857143,7,0.5503000833535614
Italy,2021-12-13,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,28,30.714285714285715,7,0.5500797466589613
Guatemala,2021-12-13,After Dark,Mr.Kitty,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn,36,43.0,7,0.549898677343601
South Korea,2021-12-13,It's love,Mose,https://open.spotify.com/track/4VZw0oTcsBxgdcbe1Pmntg,27,34.6,5,0.5498050465987716
Nicaragua,2021-12-13,A Pesar de Todo,Vicente Fernández,https://open.spotify.com/track/6r8rc6IlfHouZoLhmBjRyK,27,37.5,4,0.5497147757323287
El Salvador,2021-12-13,Se Le Ve,"Dímelo Flow, Dalex, Sech, Justin Quiles, Arcangel, De La Ghetto, Lenny Tavárez",https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP,34,40.666666666666664,3,0.5495870969986341
Japan,2021-12-13,僕らの季節,JO1,https://open.spotify.com/track/0fiihHCigBcUjLcyPAhVWh,3,4.0,7,0.5495770616372674
United Arab Emirates,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,11,15.571428571428571,7,0.5495663218491897
Germany,2021-12-13,Do It To It,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,13,14.428571428571429,7,0.5492423681931663
Peru,2021-12-13,Bang Bang,"K'NAAN, Adam Levine",https://open.spotify.com/track/61YzdCCBPM5Pc7lIiD5i8C,26,26.0,1,0.549226553583364
Singapore,2021-12-13,Infinity,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,27,28.714285714285715,7,0.5491740404455672
Germany,2021-12-13,Flowers (Say My Name),ArrDee,https://open.spotify.com/track/2BzAGK3lEZAQz5cU0Ae1wd,30,43.714285714285715,7,0.5490149929362271
Ukraine,2021-12-13,MIDDLE OF THE NIGHT,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,28,34.42857142857143,7,0.5487508232668827
Portugal,2021-12-13,Por Supuesto,Marina Sena,https://open.spotify.com/track/7xVSNhAUQhUIpwfR6lTOwA,31,40.42857142857143,7,0.5487029854525596
Spain,2021-12-13,Fairytale of New York (feat. Kirsty MacColl),The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,36,41.285714285714285,7,0.5485885341001023
Uruguay,2021-12-13,Tranquila,SOYTURISTA,https://open.spotify.com/track/7nzcqKMmC0EXKYNRm1HJOE,25,33.833333333333336,6,0.5483439266158614
Taiwan,2021-12-13,On the Low,Justin Park,https://open.spotify.com/track/4MIKclDDgZgzuaATP5yOjW,31,39.0,4,0.5482516083691287
Portugal,2021-12-13,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,18,22.142857142857142,7,0.5481914259573972
Argentina,2021-12-13,Conteo - Turreo Edit,"Jona Caso, dj mutha",https://open.spotify.com/track/0aayaZcSL6LTQj821t9PRQ,16,18.142857142857142,7,0.5481620849042352
Thailand,2021-12-13,Happier Than Ever,ASTN,https://open.spotify.com/track/7es56D0QedGMsK39wl2yFX,14,16.857142857142858,7,0.5481611820512186
Malaysia,2021-12-13,Notion,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,23,28.571428571428573,7,0.5481482673074636
Japan,2021-12-13,神っぽいな,PinocchioP,https://open.spotify.com/track/5ALRT96oaGuX7VHySBLbQu,18,21.142857142857142,7,0.5481410935822311
Colombia,2021-12-13,DANCE CRIP,Trueno,https://open.spotify.com/track/1kjs5eR4DMzyB0gm1Z8waV,18,21.714285714285715,7,0.5480930897926466
Ecuador,2021-12-13,Dynasties & Dystopia (from the series Arcane League of Legends),"Denzel Curry, Gizzle, Bren Joy",https://open.spotify.com/track/5EIkdrmuu2xkoQWOWjoeFY,36,42.142857142857146,7,0.547444019805447
South Africa,2021-12-13,Infinity,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,46,48.285714285714285,7,0.5472890207352799
Italy,2021-12-13,Altro,BALTIMORA,https://open.spotify.com/track/6sISVbwV68KYynzFuXZsFP,9,19.5,6,0.5472519522319524
Mexico,2021-12-13,A La Antigüita,Calibre 50,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT,38,41.285714285714285,7,0.5471985637590253
Ecuador,2021-12-13,El Avioncito,Giblack,https://open.spotify.com/track/4LpLAy1TgTVg097hienIjS,28,36.75,4,0.5470318231641039
Spain,2021-12-13,Tofu Delivery,"Orslok, Rojuu",https://open.spotify.com/track/3CDGdnri4kiyWKlcl25bYJ,23,25.428571428571427,7,0.5468552781745416
Taiwan,2021-12-13,Friday,Freak Slug,https://open.spotify.com/track/4GQGU0CI1lR4xRcxxioIIQ,28,28.0,1,0.5468275298072618
Poland,2021-12-13,MIDDLE OF THE NIGHT,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,10,10.714285714285714,7,0.5467242797899313
Slovakia,2021-12-13,Rampa,"DMS, Horkýže Slíže",https://open.spotify.com/track/0N0ZJUbAR04XjQQYUwKg6D,41,42.666666666666664,6,0.546437065623319
Bulgaria,2021-12-13,Az pak li sum gotov,DJ Azo,https://open.spotify.com/track/53FAr7fXFkABxxcZz72gHD,23,32.666666666666664,6,0.5461272331679787
Philippines,2021-12-13,Smile,"Chito Miranda, Parokya Ni Edgar",https://open.spotify.com/track/6RqeS3ryyo70iCei3Niwct,17,26.285714285714285,7,0.5461211342339302
Sweden,2021-12-13,Lucky,Lucky Twice,https://open.spotify.com/track/2UFzyfLgNGY0PLXfkszWlf,16,18.0,7,0.5460660298590762
Portugal,2021-12-13,"Deu Meia Noite, Eu Sumi, Geral Soltando Fogos","Mc Delux, DJ MT7",https://open.spotify.com/track/3hycwch1V1aCbKGlcfKg0I,8,10.714285714285714,7,0.5459383367157906
Romania,2021-12-13,Fairytale of New York (feat. Kirsty MacColl),The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,34,37.0,7,0.5455495827613626
Luxembourg,2021-12-13,Je te laisserai des mots,Patrick Watson,https://open.spotify.com/track/0V5cvmTKsYmF5FmGGEAfmS,24,32.0,6,0.5452633313115577
Romania,2021-12-13,nuts (feat. rainy bear),Lil Peep,https://open.spotify.com/track/2SabxRgV7VMc1LRHgw0HIo,29,39.5,2,0.5452230099059523
South Africa,2021-12-13,The Perfect Girl,Mareux,https://open.spotify.com/track/6J4XizhuOlKmPWykPrHIrV,49,49.0,1,0.5451899677560061
Belgium,2021-12-13,Swimming Pool,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,11,12.6,5,0.545053400344963
Iceland,2021-12-13,Ég þarf ekki margt um jólin,"Birgir, Stefán Hilmarsson",https://open.spotify.com/track/7LFys6idnSEGXg7aPyZuoi,36,36.0,1,0.5449886165740169
Romania,2021-12-13,The Perfect Girl,Mareux,https://open.spotify.com/track/6J4XizhuOlKmPWykPrHIrV,19,19.0,1,0.5449369118381339
Egypt,2021-12-13,Chelsea,Maged,https://open.spotify.com/track/1j4r8QjxjehjaZJLD0sI6p,39,43.0,7,0.5448952013292603
Thailand,2021-12-13,ปีใหม่ปีนี้,"Saran, Jeff Satur",https://open.spotify.com/track/2ewrA9zGxvXrWSt6sLkqZx,30,31.571428571428573,7,0.5446277235326379
Hong Kong,2021-12-13,Candy Ball (粵),As One,https://open.spotify.com/track/4KJQv2xgU0UN95kuI479b3,17,20.571428571428573,7,0.5445215627578552
South Korea,2021-12-13,"gganbu (Feat. YUMDDA, ASH ISLAND) (Prod. TOIL)",KOONTA,https://open.spotify.com/track/4XI5Kdm1zdSFxdIGd9xUVT,9,9.857142857142858,7,0.544413989729956
Czech Republic,2021-12-13,น้ำแดงน้ำส้ม,JV.JARVIS,https://open.spotify.com/track/1xxJiB2B3rMw8g85PPtcN7,13,14.333333333333334,6,0.5443701525870441
Costa Rica,2021-12-13,Los Malvekes,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",https://open.spotify.com/track/1AnJQd8TfkhK6M3VgZDVv1,36,41.857142857142854,7,0.5442142955922668
Lithuania,2021-12-13,Bananza (Belly Dancer),Akon,https://open.spotify.com/track/0dNPpDFdvzj6XFIRzg2hmp,22,22.0,2,0.5441527211207993
Ecuador,2021-12-13,la rica boa,DJ BULBO,https://open.spotify.com/track/5f1NXTAbZEMe0jfBZ67uqX,26,30.714285714285715,7,0.5440429873470838
South Korea,2021-12-13,Press F5 (Feat. GRAY),"Geegooin, Anandelight",https://open.spotify.com/track/2GyBnXC1hlCtfD81JLw473,22,30.142857142857142,7,0.5439190557863057
Bolivia,2021-12-13,The Perfect Girl,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,37,41.0,2,0.5438386609709808
Russia,2021-12-13,astral step,shadowraze,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,16,18.714285714285715,7,0.5437350871420226
Ukraine,2021-12-13,Comfort Chain,Instupendo,https://open.spotify.com/track/5BAXlRDW3YaPr3rfqV51TA,37,42.0,2,0.5435692217399848
Latvia,2021-12-13,плачь,"rizza, Sqwore",https://open.spotify.com/track/3yCKABoZU3FVFuyVBc5VlM,33,36.75,4,0.5435499908579248
Ukraine,2021-12-13,Lucky,Lucky Twice,https://open.spotify.com/track/2UFzyfLgNGY0PLXfkszWlf,27,38.166666666666664,6,0.5434788940111266
Ukraine,2021-12-13,uf-af,LOLIWZ,https://open.spotify.com/track/5bGs1NKVdyGjLlYjlTUVSY,19,21.285714285714285,7,0.5428938181040726
Ireland,2021-12-13,Cpr,cupcakKe,https://open.spotify.com/track/35mBYyB61qTcGGj7MXIRM1,24,26.428571428571427,7,0.542583204735675
Ireland,2021-12-13,Goodbye (from the series Arcane League of Legends),Ramsey,https://open.spotify.com/track/5QWjrWckcPcSVqQNfbD4Bc,27,29.857142857142858,7,0.5425668978719415
Costa Rica,2021-12-13,Tacones Rojos,Sebastian Yatra,https://open.spotify.com/track/0Be7sopyKMv8Y8npsUkax2,23,25.857142857142858,7,0.5425502440152076
Ireland,2021-12-13,Do It To It,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,12,13.428571428571429,7,0.5424981110827027
Bulgaria,2021-12-13,abcdefu (angrier),GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,11,21.142857142857142,7,0.5422105309318828
Romania,2021-12-13,Menned kell,"ALEE, APU",https://open.spotify.com/track/5UbQELG0jlDX9nMrLk2Nx6,33,40.0,7,0.5420961851095217
Ukraine,2021-12-13,Want me!!?,"Cl4pers, noevdv",https://open.spotify.com/track/115iPhBHB5BBzjLCZFfvTt,42,45.666666666666664,3,0.5419774693807897
United States,2021-12-13,What Else Can I Do?,"Diane Guerrero, Stephanie Beatriz",https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG,16,17.0,7,0.5418457493288301
Iceland,2021-12-13,Stop The Cavalry,Jona Lewie,https://open.spotify.com/track/2bPQuniBB9x0fRtxDly0kr,11,15.6,5,0.5418013642024339
Bolivia,2021-12-13,Swimming Pool,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,46,46.0,1,0.5417355699781541
Vietnam,2021-12-13,Mắt Nai Cha Cha - Tune,"Ssahita, Duy Lion",https://open.spotify.com/track/0TGvthiE1p04KXnspxy1j1,18,25.571428571428573,7,0.5415483269827204
Dominican Republic,2021-12-13,Macta Llega,"DJ Dever, La Toxi Costeña",https://open.spotify.com/track/6n7g87PKuRMXQFgUnM3ri1,27,37.4,5,0.5413678664749828
South Korea,2021-12-13,The First Snow,EXO,https://open.spotify.com/track/2VNpT9fRk1kyksT0S4coZR,8,10.0,2,0.5413676303847882
South Africa,2021-12-13,10111,Entity MusiQ,https://open.spotify.com/track/7tUYvFLtg3qsr1Lda6kOp9,41,43.333333333333336,3,0.5412899908709256
Ireland,2021-12-13,MIDDLE OF THE NIGHT,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,12,15.857142857142858,7,0.5412739789104216
Chile,2021-12-13,Ella - Remix,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",https://open.spotify.com/track/7iHHlCbsFou5DZSW5HCPfs,23,24.0,7,0.5412015984315273
Luxembourg,2021-12-13,Flowers (Say My Name),ArrDee,https://open.spotify.com/track/2BzAGK3lEZAQz5cU0Ae1wd,24,33.0,7,0.5411408021707976
Malaysia,2021-12-13,Swimming Pool,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,41,41.0,1,0.5409338229404546
Taiwan,2021-12-13,Surface Pressure,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,34,40.42857142857143,7,0.5408195573539409
Lithuania,2021-12-13,CUM,WHOKILLEDXIX,https://open.spotify.com/track/26Wi8P1wIM3JQFxRRErnvt,39,39.0,1,0.5406000523615008
Romania,2021-12-13,Goodbye (from the series Arcane League of Legends),Ramsey,https://open.spotify.com/track/5QWjrWckcPcSVqQNfbD4Bc,11,26.714285714285715,7,0.5405524943144492
Vietnam,2021-12-13,Mirror Mirror,"F.HERO, MILLI, Changbin of Stray Kids",https://open.spotify.com/track/59WuWdDH06AYXgdoMENEa3,8,12.0,7,0.5403707987590847
Austria,2021-12-13,2 Gesichter,"Rosc, Yung Jannky",https://open.spotify.com/track/2RPpPcyHKJtRQOZSY6nJU0,23,30.857142857142858,7,0.5403501069684854
Hong Kong,2021-12-13,Dynasties & Dystopia (from the series Arcane League of Legends),"Denzel Curry, Gizzle, Bren Joy",https://open.spotify.com/track/5EIkdrmuu2xkoQWOWjoeFY,18,22.285714285714285,7,0.5403346231343877
Morocco,2021-12-13,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC,16,29.571428571428573,7,0.5401984510282408
Malaysia,2021-12-13,Nothing,Bruno Major,https://open.spotify.com/track/2IAR0DziHCjSu16gR4ihvy,37,39.857142857142854,7,0.5401598474283806
Greece,2021-12-13,Friends,Chase Atlantic,https://open.spotify.com/track/2jQiSYrwJehQAcuaaQrXnS,41,45.714285714285715,7,0.5401592008393689
Panama,2021-12-13,Señorita Bonita,Franciskao Diex,https://open.spotify.com/track/3Kw14syxZ8PbkLbljGN37Q,22,22.5,2,0.5401300011442803
Germany,2021-12-13,IN THE CLUB,Mishashi Sensei,https://open.spotify.com/track/7vX0rvoGneCCOJ2QPruNNZ,11,13.333333333333334,6,0.5398855647419304
Bolivia,2021-12-13,Mr. Trance,Esteman,https://open.spotify.com/track/3SLIDzhExrfsvH6sVosiwn,42,47.0,7,0.5398811578755915
Dominican Republic,2021-12-13,Manos de Tijeras,Yiyo Sarante,https://open.spotify.com/track/2iOTSNQGp3wEqvbd2fGpuj,19,22.0,2,0.5398412702399182
Thailand,2021-12-13,ติดอยู่ในนิทาน,"TANTHAM, VareeONE, RANGER, YUNGFORTYSIX",https://open.spotify.com/track/6wCi8PhsgvDA81XNiZarkm,31,32.42857142857143,7,0.5397241550563598
Hungary,2021-12-13,abcdefu (angrier),GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,23,25.428571428571427,7,0.5396373107971649
Saudi Arabia,2021-12-13,باشا باشا,ِEmad Basha,https://open.spotify.com/track/5u6I8MExcbewu6VcSnI1Sc,23,26.142857142857142,7,0.5395585311043399
Morocco,2021-12-13,Porfavor,Chaos333,https://open.spotify.com/track/0QQsxD6ZVzBINIgNgqWCF5,17,22.0,7,0.5395423862114456
Lithuania,2021-12-13,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC,23,29.0,6,0.5394638721179807
Sweden,2021-12-13,I AM WOMAN,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,1,2.2857142857142856,7,0.5392234653891892
Malaysia,2021-12-13,踊り子,Vaundy,https://open.spotify.com/track/4xk70Qur2QeRmWIzWPC63V,36,38.57142857142857,7,0.538863351130893
Slovakia,2021-12-13,Notion,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,9,14.0,7,0.5388251510256166
Chile,2021-12-13,CHOKOO,"Barbero Exótico, Simon la Letra, El BAI, Keylon, Germanini, Standly, Tame, Drago200, Yohancito",https://open.spotify.com/track/1FRXVSbMv39KAilkbmKNXz,37,39.142857142857146,7,0.5388250475934684
Netherlands,2021-12-13,abcdefu,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,4,5.571428571428571,7,0.5388196770307175
Singapore,2021-12-13,Alien Blues,Vundabar,https://open.spotify.com/track/6UjeFOCGYgMpBUtqKg1Je3,20,22.0,7,0.5386961998366491
United Kingdom,2021-12-13,Make Me Feel Good,"Belters Only, Jazzy",https://open.spotify.com/track/4CUX44NA1CPEzd0ibMLQsL,26,30.857142857142858,7,0.5386954406724025
Luxembourg,2021-12-13,Fixette - Bonus,Ziak,https://open.spotify.com/track/0Kvkx0NcqsdYOhQzYfDuDZ,25,29.142857142857142,7,0.5386113014787182
Ecuador,2021-12-13,Cold Heart - PNAU Remix,"Elton John, Dua Lipa",https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39,27,32.714285714285715,7,0.5385618192146732
Nicaragua,2021-12-13,Si Te Pudiera Mentir,Calibre 50,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu,23,31.714285714285715,7,0.5384667723322807
United Kingdom,2021-12-13,Happier Than Ever,ASTN,https://open.spotify.com/track/7es56D0QedGMsK39wl2yFX,17,22.0,7,0.5382334672972379
Canada,2021-12-13,It's Called: Freefall,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,31,36.857142857142854,7,0.5382290275982513
Russia,2021-12-13,Die For You,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,13,14.0,7,0.5379819615456792
Hungary,2021-12-13,Kik Lehetnénk Mi?,Paulina,https://open.spotify.com/track/1rxDPdLThry1tMvaPnvUQI,22,24.857142857142858,7,0.5379801288189175
Israel,2021-12-13,Dynasties & Dystopia (from the series Arcane League of Legends),"Denzel Curry, Gizzle, Bren Joy",https://open.spotify.com/track/5EIkdrmuu2xkoQWOWjoeFY,18,22.142857142857142,7,0.5379036466738225
Czech Republic,2021-12-13,abcdefu (angrier),GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,16,17.857142857142858,7,0.5378800747637107
Peru,2021-12-13,Convéncete,Princesa Alba,https://open.spotify.com/track/5UyH584f99c7qErZifyaHy,36,41.714285714285715,7,0.5376564617521674
Morocco,2021-12-13,Ma colombe - Moroccan Remix,"Nej, Tagne",https://open.spotify.com/track/1MbHeoSYFMKzkbybU9FQtF,4,8.857142857142858,7,0.5375836181323677
Guatemala,2021-12-13,Una Cunumi - Remix,"Qmayb, J.Gonzo, Faraón Love Shady, Xvideo Token",https://open.spotify.com/track/07sQOuFnAKkgT81abNu1m9,20,25.25,4,0.5375254484257734
Costa Rica,2021-12-13,abcdefu (angrier),GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,13,20.0,7,0.5374815766869933
Norway,2021-12-13,abcdefu,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,11,13.0,7,0.5373984728351274
Honduras,2021-12-13,Macta Llega,"DJ Dever, La Toxi Costeña",https://open.spotify.com/track/6n7g87PKuRMXQFgUnM3ri1,12,24.142857142857142,7,0.5373017092317441
Norway,2021-12-13,TO THE MOON,Jnr Choi,https://open.spotify.com/track/0hYFc3HSZHDaDzquLVRwBH,3,3.0,1,0.537150526241423
Estonia,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,24,27.857142857142858,7,0.5371249480674731
Finland,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,5,5.857142857142857,7,0.5369120866420732
Paraguay,2021-12-13,Olimpia el Decano,Miguel Quintana Bareiro y Su Tropical 5,https://open.spotify.com/track/3lbXFGMFWa5Mnw4Puq8E7Z,32,37.0,7,0.5369095685604808
Lithuania,2021-12-13,Change (In the House of Flies),Deftones,https://open.spotify.com/track/51c94ac31swyDQj9B3Lzs3,40,44.6,5,0.5368801194548738
Greece,2021-12-13,Bes La Chez,"Jitano, Trannos",https://open.spotify.com/track/57AUVrr5VvbhzKsaoRMRN1,42,44.0,3,0.536587940423746
Iceland,2021-12-13,Dingaling,Laddi,https://open.spotify.com/track/5Zxm28ZlWhLCGF044tFU8l,8,11.0,7,0.5365461039611004
Spain,2021-12-13,Tacones Rojos,Sebastian Yatra,https://open.spotify.com/track/0Be7sopyKMv8Y8npsUkax2,16,18.857142857142858,7,0.5362969092776382
Germany,2021-12-13,abcdefu,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,5,6.857142857142857,7,0.536101090301
Norway,2021-12-13,Sylvi Girl,"Odd-Magnus Williamson, Norges Nye Megahit",https://open.spotify.com/track/0u4e4THptwutUPtS2AY3t4,7,8.571428571428571,7,0.5359729379547851
Morocco,2021-12-13,مسيطره,Lamis Kan,https://open.spotify.com/track/4hFNqLwpBM1WoaxrgEForT,31,39.714285714285715,7,0.5358662525347704
Russia,2021-12-13,Только по дури,Ежемесячные,https://open.spotify.com/track/24h4LzuORNmnSviYYymhqb,4,6.142857142857143,7,0.5358647157802042
Austria,2021-12-13,IN THE CLUB,Mishashi Sensei,https://open.spotify.com/track/7vX0rvoGneCCOJ2QPruNNZ,24,31.0,7,0.5358005100886092
Ukraine,2021-12-13,Сборник хуйни и картинки,Кишлак,https://open.spotify.com/track/7lCQWjdm3y59VF3TijcwPL,35,40.8,5,0.5357825152926099
Nicaragua,2021-12-13,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,10,17.857142857142858,7,0.5357175668769578
Chile,2021-12-13,Own Brand Freestyle,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,15,16.428571428571427,7,0.5356138023641599
Indonesia,2021-12-13,Dj Gani Gani X Badai Angin Ribut,Ebong Musik,https://open.spotify.com/track/6CprCpXIk38uJY65hJ4xcC,39,43.714285714285715,7,0.5355412441241768
Turkey,2021-12-13,Die For You,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,9,9.714285714285714,7,0.5353765703152288
Uruguay,2021-12-13,Notion,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,38,43.857142857142854,7,0.5353328010646696
New Zealand,2021-12-13,Alien Blues,Vundabar,https://open.spotify.com/track/6UjeFOCGYgMpBUtqKg1Je3,8,11.714285714285714,7,0.535277415015067
Uruguay,2021-12-13,La Llamada,"Pusho, Myke Towers",https://open.spotify.com/track/4VlVJff7viYXRb7TbmXGGP,34,37.0,2,0.5352501246435558
Australia,2021-12-13,My Humps,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,15,15.571428571428571,7,0.5352464792460624
Paraguay,2021-12-13,Super Max!,Pitstop Boys,https://open.spotify.com/track/4gqOzJPGNCvEnS1u5YHOkp,27,36.75,4,0.5351837088605167
Portugal,2021-12-13,Guns for Hire (from the series Arcane League of Legends),Woodkid,https://open.spotify.com/track/2H3HPGuPyhcbg5AqoQ4BWr,39,44.2,5,0.5351144107813411
Dominican Republic,2021-12-13,Colocame El Culo Patra,Maceo El Perro Blanco,https://open.spotify.com/track/3UNFzGmO9e63gIv9U1E39P,30,36.0,4,0.5349746051759869
Guatemala,2021-12-13,Fumando Mota,Los Lara,https://open.spotify.com/track/3pJqGlXzMjn3yrhYBTPYA1,33,33.0,1,0.5348585709830207
Mexico,2021-12-13,Bonita (En Vivo),Los Tesoros de Javi,https://open.spotify.com/track/66v4AMEAdnb2K76SwRY5hv,5,5.666666666666667,3,0.5348428877420736
Iceland,2021-12-13,Face Off,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",https://open.spotify.com/track/6M47gaKejso9772SKTa3yH,23,28.714285714285715,7,0.5348150859438526
South Korea,2021-12-13,GHOST TOWN,Benson Boone,https://open.spotify.com/track/135Lf4Q0CzlMNfOxbEUsLH,15,19.0,7,0.5345093091397782
India,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,2,3.0,7,0.5344472636920962
Turkey,2021-12-13,Ayrılığın Kitabı,Deniz Aygül,https://open.spotify.com/track/21QrUuaAHm9kmVETFYBhbo,12,13.0,7,0.5342814833639868
Italy,2021-12-13,NEMESI (feat. BLANCO),Marracash,https://open.spotify.com/track/1oMZnVIuo6GmUNnemu8sLu,22,28.0,7,0.5342571000390178
Germany,2021-12-13,Coming for You (feat. A1 x J1),SwitchOTR,https://open.spotify.com/track/1xIqDFx3KdByBnKMlTECcM,16,17.714285714285715,7,0.5341703269516562
Chile,2021-12-13,No se habla de Bruno,"Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",https://open.spotify.com/track/5QKk5N5xJQGsWMhPM80Kfv,11,12.142857142857142,7,0.5341153564886255
Lithuania,2021-12-13,Come Over (Again),Crawlers,https://open.spotify.com/track/4PDJDIdWxNN1AlnbrKkoPf,25,41.166666666666664,6,0.5340576284589401
France,2021-12-13,À qui la faute,Leila AD,https://open.spotify.com/track/6i0KLQD7zlFLyS5zxOHAB0,7,8.714285714285714,7,0.5339797829622229
Spain,2021-12-13,Die For You,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,7,7.0,1,0.5338884098066738
Netherlands,2021-12-13,No Wahala,1da Banton,https://open.spotify.com/track/4vHy2IHzf3EabEa7oMpUZB,5,6.714285714285714,7,0.5337627206775027
Brazil,2021-12-13,Notion,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,17,21.571428571428573,7,0.5337319681870264
Argentina,2021-12-13,all I want is you,"Rebzyyx, hoshie star",https://open.spotify.com/track/7lOvJBqH38ZY59eLU7bioq,32,39.57142857142857,7,0.5336709294028551
Panama,2021-12-13,MIDDLE OF THE NIGHT,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,37,40.0,2,0.5335494695834435
Belgium,2021-12-13,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,34,35.42857142857143,7,0.5335450898592042
Austria,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,11,16.428571428571427,7,0.5334101773643403
